Date time,EVENT
2024-09-08 오전 11:31:26,EV_Vibe13번,Opened
2024-09-08 오전 11:31:38,EV_Fiber13번,Connecting
2024-09-08 오전 11:31:38,TRY,Reconnection
2024-09-08 오전 11:31:38,EV_Vibe13번,Opened
2024-09-08 오전 11:31:50,EV_Fiber13번,Connecting
2024-09-08 오전 11:31:50,TRY,Reconnection
2024-09-08 오전 11:31:50,EV_Vibe13번,Opened
2024-09-08 오전 11:32:02,EV_Fiber13번,Connecting
2024-09-08 오전 11:32:02,TRY,Reconnection
2024-09-08 오전 11:32:02,EV_Vibe13번,Opened
2024-09-08 오전 11:32:14,EV_Fiber13번,Connecting
2024-09-08 오전 11:32:14,TRY,Reconnection
2024-09-08 오전 11:32:14,EV_Vibe13번,Opened
2024-09-08 오전 11:32:26,EV_Fiber13번,Connecting
2024-09-08 오전 11:32:26,TRY,Reconnection
2024-09-08 오전 11:32:26,EV_Vibe13번,Opened
2024-09-08 오전 11:32:38,EV_Fiber13번,Connecting
2024-09-08 오전 11:32:38,TRY,Reconnection
2024-09-08 오전 11:32:38,EV_Vibe13번,Opened
2024-09-08 오전 11:32:50,EV_Fiber13번,Connecting
2024-09-08 오전 11:32:50,TRY,Reconnection
2024-09-08 오전 11:32:50,EV_Vibe13번,Opened
2024-09-08 오전 11:33:02,EV_Fiber13번,Connecting
2024-09-08 오전 11:33:02,TRY,Reconnection
2024-09-08 오전 11:33:02,EV_Vibe13번,Opened
2024-09-08 오전 11:33:14,EV_Fiber13번,Connecting
2024-09-08 오전 11:33:14,TRY,Reconnection
2024-09-08 오전 11:33:14,EV_Vibe13번,Opened
2024-09-08 오전 11:33:26,EV_Fiber13번,Connecting
2024-09-08 오전 11:33:26,TRY,Reconnection
2024-09-08 오전 11:33:26,EV_Vibe13번,Opened
2024-09-08 오전 11:33:38,EV_Fiber13번,Connecting
2024-09-08 오전 11:33:38,TRY,Reconnection
2024-09-08 오전 11:33:38,EV_Vibe13번,Opened
2024-09-08 오전 11:33:50,EV_Fiber13번,Connecting
2024-09-08 오전 11:33:50,TRY,Reconnection
2024-09-08 오전 11:33:50,EV_Vibe13번,Opened
2024-09-08 오전 11:34:02,EV_Fiber13번,Connecting
2024-09-08 오전 11:34:02,TRY,Reconnection
2024-09-08 오전 11:34:02,EV_Vibe13번,Opened
2024-09-08 오전 11:34:14,EV_Fiber13번,Connecting
2024-09-08 오전 11:34:14,TRY,Reconnection
2024-09-08 오전 11:34:14,EV_Vibe13번,Opened
2024-09-08 오전 11:34:26,EV_Fiber13번,Connecting
2024-09-08 오전 11:34:26,TRY,Reconnection
2024-09-08 오전 11:34:26,EV_Vibe13번,Opened
2024-09-08 오전 11:34:38,EV_Fiber13번,Connecting
2024-09-08 오전 11:34:38,TRY,Reconnection
2024-09-08 오전 11:34:38,EV_Vibe13번,Opened
2024-09-08 오전 11:34:50,EV_Fiber13번,Connecting
2024-09-08 오전 11:34:50,TRY,Reconnection
2024-09-08 오전 11:34:50,EV_Vibe13번,Opened
2024-09-08 오전 11:35:02,EV_Fiber13번,Connecting
2024-09-08 오전 11:35:02,TRY,Reconnection
2024-09-08 오전 11:35:02,EV_Vibe13번,Opened
2024-09-08 오전 11:35:14,EV_Fiber13번,Connecting
2024-09-08 오전 11:35:14,TRY,Reconnection
2024-09-08 오전 11:35:14,EV_Vibe13번,Opened
2024-09-08 오전 11:35:26,EV_Fiber13번,Connecting
2024-09-08 오전 11:35:26,TRY,Reconnection
2024-09-08 오전 11:35:26,EV_Vibe13번,Opened
2024-09-08 오전 11:35:38,EV_Fiber13번,Connecting
2024-09-08 오전 11:35:38,TRY,Reconnection
2024-09-08 오전 11:35:38,EV_Vibe13번,Opened
2024-09-08 오전 11:35:50,EV_Fiber13번,Connecting
2024-09-08 오전 11:35:50,TRY,Reconnection
2024-09-08 오전 11:35:50,EV_Vibe13번,Opened
2024-09-08 오전 11:36:02,EV_Fiber13번,Connecting
2024-09-08 오전 11:36:02,TRY,Reconnection
2024-09-08 오전 11:36:02,EV_Vibe13번,Opened
2024-09-08 오전 11:36:14,EV_Fiber13번,Connecting
2024-09-08 오전 11:36:14,TRY,Reconnection
2024-09-08 오전 11:36:14,EV_Vibe13번,Opened
2024-09-08 오전 11:36:26,EV_Fiber13번,Connecting
2024-09-08 오전 11:36:26,TRY,Reconnection
2024-09-08 오전 11:36:26,EV_Vibe13번,Opened
2024-09-08 오전 11:36:38,EV_Fiber13번,Connecting
2024-09-08 오전 11:36:38,TRY,Reconnection
2024-09-08 오전 11:36:38,EV_Vibe13번,Opened
2024-09-08 오전 11:36:50,EV_Fiber13번,Connecting
2024-09-08 오전 11:36:50,TRY,Reconnection
2024-09-08 오전 11:36:50,EV_Vibe13번,Opened
2024-09-08 오전 11:37:02,EV_Fiber13번,Connecting
2024-09-08 오전 11:37:02,TRY,Reconnection
2024-09-08 오전 11:37:02,EV_Vibe13번,Opened
2024-09-08 오전 11:37:14,EV_Fiber13번,Connecting
2024-09-08 오전 11:37:14,TRY,Reconnection
2024-09-08 오전 11:37:14,EV_Vibe13번,Opened
2024-09-08 오전 11:37:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:37:28,TRY,Reconnection
2024-09-08 오전 11:37:28,EV_Vibe13번,Opened
2024-09-08 오전 11:37:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:37:40,TRY,Reconnection
2024-09-08 오전 11:37:40,EV_Vibe13번,Opened
2024-09-08 오전 11:37:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:37:52,TRY,Reconnection
2024-09-08 오전 11:37:52,EV_Vibe13번,Opened
2024-09-08 오전 11:38:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:38:04,TRY,Reconnection
2024-09-08 오전 11:38:04,EV_Vibe13번,Opened
2024-09-08 오전 11:38:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:38:16,TRY,Reconnection
2024-09-08 오전 11:38:16,EV_Vibe13번,Opened
2024-09-08 오전 11:38:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:38:28,TRY,Reconnection
2024-09-08 오전 11:38:28,EV_Vibe13번,Opened
2024-09-08 오전 11:38:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:38:40,TRY,Reconnection
2024-09-08 오전 11:38:40,EV_Vibe13번,Opened
2024-09-08 오전 11:38:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:38:52,TRY,Reconnection
2024-09-08 오전 11:38:52,EV_Vibe13번,Opened
2024-09-08 오전 11:39:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:39:04,TRY,Reconnection
2024-09-08 오전 11:39:04,EV_Vibe13번,Opened
2024-09-08 오전 11:39:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:39:16,TRY,Reconnection
2024-09-08 오전 11:39:16,EV_Vibe13번,Opened
2024-09-08 오전 11:39:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:39:28,TRY,Reconnection
2024-09-08 오전 11:39:28,EV_Vibe13번,Opened
2024-09-08 오전 11:39:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:39:40,TRY,Reconnection
2024-09-08 오전 11:39:40,EV_Vibe13번,Opened
2024-09-08 오전 11:39:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:39:52,TRY,Reconnection
2024-09-08 오전 11:39:52,EV_Vibe13번,Opened
2024-09-08 오전 11:40:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:40:04,TRY,Reconnection
2024-09-08 오전 11:40:04,EV_Vibe13번,Opened
2024-09-08 오전 11:40:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:40:16,TRY,Reconnection
2024-09-08 오전 11:40:16,EV_Vibe13번,Opened
2024-09-08 오전 11:40:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:40:28,TRY,Reconnection
2024-09-08 오전 11:40:28,EV_Vibe13번,Opened
2024-09-08 오전 11:40:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:40:40,TRY,Reconnection
2024-09-08 오전 11:40:40,EV_Vibe13번,Opened
2024-09-08 오전 11:40:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:40:52,TRY,Reconnection
2024-09-08 오전 11:40:52,EV_Vibe13번,Opened
2024-09-08 오전 11:41:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:41:04,TRY,Reconnection
2024-09-08 오전 11:41:04,EV_Vibe13번,Opened
2024-09-08 오전 11:41:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:41:16,TRY,Reconnection
2024-09-08 오전 11:41:16,EV_Vibe13번,Opened
2024-09-08 오전 11:41:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:41:28,TRY,Reconnection
2024-09-08 오전 11:41:28,EV_Vibe13번,Opened
2024-09-08 오전 11:41:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:41:40,TRY,Reconnection
2024-09-08 오전 11:41:40,EV_Vibe13번,Opened
2024-09-08 오전 11:41:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:41:52,TRY,Reconnection
2024-09-08 오전 11:41:52,EV_Vibe13번,Opened
2024-09-08 오전 11:42:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:42:04,TRY,Reconnection
2024-09-08 오전 11:42:04,EV_Vibe13번,Opened
2024-09-08 오전 11:42:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:42:16,TRY,Reconnection
2024-09-08 오전 11:42:16,EV_Vibe13번,Opened
2024-09-08 오전 11:42:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:42:28,TRY,Reconnection
2024-09-08 오전 11:42:28,EV_Vibe13번,Opened
2024-09-08 오전 11:42:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:42:40,TRY,Reconnection
2024-09-08 오전 11:42:40,EV_Vibe13번,Opened
2024-09-08 오전 11:42:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:42:52,TRY,Reconnection
2024-09-08 오전 11:42:52,EV_Vibe13번,Opened
2024-09-08 오전 11:43:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:43:04,TRY,Reconnection
2024-09-08 오전 11:43:04,EV_Vibe13번,Opened
2024-09-08 오전 11:43:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:43:16,TRY,Reconnection
2024-09-08 오전 11:43:16,EV_Vibe13번,Opened
2024-09-08 오전 11:43:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:43:28,TRY,Reconnection
2024-09-08 오전 11:43:28,EV_Vibe13번,Opened
2024-09-08 오전 11:43:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:43:40,TRY,Reconnection
2024-09-08 오전 11:43:40,EV_Vibe13번,Opened
2024-09-08 오전 11:43:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:43:52,TRY,Reconnection
2024-09-08 오전 11:43:52,EV_Vibe13번,Opened
2024-09-08 오전 11:44:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:44:04,TRY,Reconnection
2024-09-08 오전 11:44:04,EV_Vibe13번,Opened
2024-09-08 오전 11:44:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:44:16,TRY,Reconnection
2024-09-08 오전 11:44:16,EV_Vibe13번,Opened
2024-09-08 오전 11:44:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:44:28,TRY,Reconnection
2024-09-08 오전 11:44:28,EV_Vibe13번,Opened
2024-09-08 오전 11:44:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:44:40,TRY,Reconnection
2024-09-08 오전 11:44:40,EV_Vibe13번,Opened
2024-09-08 오전 11:44:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:44:52,TRY,Reconnection
2024-09-08 오전 11:44:52,EV_Vibe13번,Opened
2024-09-08 오전 11:45:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:45:04,TRY,Reconnection
2024-09-08 오전 11:45:04,EV_Vibe13번,Opened
2024-09-08 오전 11:45:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:45:16,TRY,Reconnection
2024-09-08 오전 11:45:16,EV_Vibe13번,Opened
2024-09-08 오전 11:45:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:45:28,TRY,Reconnection
2024-09-08 오전 11:45:28,EV_Vibe13번,Opened
2024-09-08 오전 11:45:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:45:40,TRY,Reconnection
2024-09-08 오전 11:45:40,EV_Vibe13번,Opened
2024-09-08 오전 11:45:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:45:52,TRY,Reconnection
2024-09-08 오전 11:45:52,EV_Vibe13번,Opened
2024-09-08 오전 11:46:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:46:04,TRY,Reconnection
2024-09-08 오전 11:46:04,EV_Vibe13번,Opened
2024-09-08 오전 11:46:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:46:16,TRY,Reconnection
2024-09-08 오전 11:46:16,EV_Vibe13번,Opened
2024-09-08 오전 11:46:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:46:28,TRY,Reconnection
2024-09-08 오전 11:46:28,EV_Vibe13번,Opened
2024-09-08 오전 11:46:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:46:40,TRY,Reconnection
2024-09-08 오전 11:46:40,EV_Vibe13번,Opened
2024-09-08 오전 11:46:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:46:52,TRY,Reconnection
2024-09-08 오전 11:46:52,EV_Vibe13번,Opened
2024-09-08 오전 11:47:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:47:04,TRY,Reconnection
2024-09-08 오전 11:47:04,EV_Vibe13번,Opened
2024-09-08 오전 11:47:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:47:16,TRY,Reconnection
2024-09-08 오전 11:47:16,EV_Vibe13번,Opened
2024-09-08 오전 11:47:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:47:28,TRY,Reconnection
2024-09-08 오전 11:47:28,EV_Vibe13번,Opened
2024-09-08 오전 11:47:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:47:40,TRY,Reconnection
2024-09-08 오전 11:47:40,EV_Vibe13번,Opened
2024-09-08 오전 11:47:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:47:52,TRY,Reconnection
2024-09-08 오전 11:47:52,EV_Vibe13번,Opened
2024-09-08 오전 11:48:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:48:04,TRY,Reconnection
2024-09-08 오전 11:48:04,EV_Vibe13번,Opened
2024-09-08 오전 11:48:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:48:16,TRY,Reconnection
2024-09-08 오전 11:48:16,EV_Vibe13번,Opened
2024-09-08 오전 11:48:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:48:28,TRY,Reconnection
2024-09-08 오전 11:48:28,EV_Vibe13번,Opened
2024-09-08 오전 11:48:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:48:40,TRY,Reconnection
2024-09-08 오전 11:48:40,EV_Vibe13번,Opened
2024-09-08 오전 11:48:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:48:52,TRY,Reconnection
2024-09-08 오전 11:48:52,EV_Vibe13번,Opened
2024-09-08 오전 11:49:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:49:04,TRY,Reconnection
2024-09-08 오전 11:49:04,EV_Vibe13번,Opened
2024-09-08 오전 11:49:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:49:16,TRY,Reconnection
2024-09-08 오전 11:49:16,EV_Vibe13번,Opened
2024-09-08 오전 11:49:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:49:28,TRY,Reconnection
2024-09-08 오전 11:49:28,EV_Vibe13번,Opened
2024-09-08 오전 11:49:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:49:40,TRY,Reconnection
2024-09-08 오전 11:49:40,EV_Vibe13번,Opened
2024-09-08 오전 11:49:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:49:52,TRY,Reconnection
2024-09-08 오전 11:49:52,EV_Vibe13번,Opened
2024-09-08 오전 11:50:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:50:04,TRY,Reconnection
2024-09-08 오전 11:50:04,EV_Vibe13번,Opened
2024-09-08 오전 11:50:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:50:16,TRY,Reconnection
2024-09-08 오전 11:50:16,EV_Vibe13번,Opened
2024-09-08 오전 11:50:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:50:28,TRY,Reconnection
2024-09-08 오전 11:50:28,EV_Vibe13번,Opened
2024-09-08 오전 11:50:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:50:40,TRY,Reconnection
2024-09-08 오전 11:50:40,EV_Vibe13번,Opened
2024-09-08 오전 11:50:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:50:52,TRY,Reconnection
2024-09-08 오전 11:50:52,EV_Vibe13번,Opened
2024-09-08 오전 11:51:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:51:04,TRY,Reconnection
2024-09-08 오전 11:51:04,EV_Vibe13번,Opened
2024-09-08 오전 11:51:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:51:16,TRY,Reconnection
2024-09-08 오전 11:51:16,EV_Vibe13번,Opened
2024-09-08 오전 11:51:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:51:28,TRY,Reconnection
2024-09-08 오전 11:51:28,EV_Vibe13번,Opened
2024-09-08 오전 11:51:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:51:40,TRY,Reconnection
2024-09-08 오전 11:51:40,EV_Vibe13번,Opened
2024-09-08 오전 11:51:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:51:52,TRY,Reconnection
2024-09-08 오전 11:51:52,EV_Vibe13번,Opened
2024-09-08 오전 11:52:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:52:04,TRY,Reconnection
2024-09-08 오전 11:52:04,EV_Vibe13번,Opened
2024-09-08 오전 11:52:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:52:16,TRY,Reconnection
2024-09-08 오전 11:52:16,EV_Vibe13번,Opened
2024-09-08 오전 11:52:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:52:28,TRY,Reconnection
2024-09-08 오전 11:52:28,EV_Vibe13번,Opened
2024-09-08 오전 11:52:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:52:40,TRY,Reconnection
2024-09-08 오전 11:52:40,EV_Vibe13번,Opened
2024-09-08 오전 11:52:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:52:52,TRY,Reconnection
2024-09-08 오전 11:52:52,EV_Vibe13번,Opened
2024-09-08 오전 11:53:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:53:04,TRY,Reconnection
2024-09-08 오전 11:53:04,EV_Vibe13번,Opened
2024-09-08 오전 11:53:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:53:16,TRY,Reconnection
2024-09-08 오전 11:53:16,EV_Vibe13번,Opened
2024-09-08 오전 11:53:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:53:28,TRY,Reconnection
2024-09-08 오전 11:53:28,EV_Vibe13번,Opened
2024-09-08 오전 11:53:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:53:40,TRY,Reconnection
2024-09-08 오전 11:53:40,EV_Vibe13번,Opened
2024-09-08 오전 11:53:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:53:52,TRY,Reconnection
2024-09-08 오전 11:53:52,EV_Vibe13번,Opened
2024-09-08 오전 11:54:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:54:04,TRY,Reconnection
2024-09-08 오전 11:54:04,EV_Vibe13번,Opened
2024-09-08 오전 11:54:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:54:16,TRY,Reconnection
2024-09-08 오전 11:54:16,EV_Vibe13번,Opened
2024-09-08 오전 11:54:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:54:28,TRY,Reconnection
2024-09-08 오전 11:54:28,EV_Vibe13번,Opened
2024-09-08 오전 11:54:40,EV_Fiber13번,Connecting
2024-09-08 오전 11:54:40,TRY,Reconnection
2024-09-08 오전 11:54:40,EV_Vibe13번,Opened
2024-09-08 오전 11:54:52,EV_Fiber13번,Connecting
2024-09-08 오전 11:54:52,TRY,Reconnection
2024-09-08 오전 11:54:52,EV_Vibe13번,Opened
2024-09-08 오전 11:55:04,EV_Fiber13번,Connecting
2024-09-08 오전 11:55:04,TRY,Reconnection
2024-09-08 오전 11:55:04,EV_Vibe13번,Opened
2024-09-08 오전 11:55:16,EV_Fiber13번,Connecting
2024-09-08 오전 11:55:16,TRY,Reconnection
2024-09-08 오전 11:55:16,EV_Vibe13번,Opened
2024-09-08 오전 11:55:28,EV_Fiber13번,Connecting
2024-09-08 오전 11:55:28,TRY,Reconnection
2024-09-08 오전 11:55:28,EV_Vibe13번,Opened
2024-09-08 오전 11:55:42,EV_Fiber13번,Connecting
2024-09-08 오전 11:55:42,TRY,Reconnection
2024-09-08 오전 11:55:42,EV_Vibe13번,Opened
2024-09-08 오전 11:55:54,EV_Fiber13번,Connecting
2024-09-08 오전 11:55:54,TRY,Reconnection
2024-09-08 오전 11:55:54,EV_Vibe13번,Opened
2024-09-08 오전 11:56:06,EV_Fiber13번,Connecting
2024-09-08 오전 11:56:06,TRY,Reconnection
2024-09-08 오전 11:56:06,EV_Vibe13번,Opened
2024-09-08 오전 11:56:18,EV_Fiber13번,Connecting
2024-09-08 오전 11:56:18,TRY,Reconnection
2024-09-08 오전 11:56:18,EV_Vibe13번,Opened
2024-09-08 오전 11:56:30,EV_Fiber13번,Connecting
2024-09-08 오전 11:56:30,TRY,Reconnection
2024-09-08 오전 11:56:30,EV_Vibe13번,Opened
2024-09-08 오전 11:56:42,EV_Fiber13번,Connecting
2024-09-08 오전 11:56:42,TRY,Reconnection
2024-09-08 오전 11:56:42,EV_Vibe13번,Opened
2024-09-08 오전 11:56:54,EV_Fiber13번,Connecting
2024-09-08 오전 11:56:54,TRY,Reconnection
2024-09-08 오전 11:56:54,EV_Vibe13번,Opened
2024-09-08 오전 11:57:06,EV_Fiber13번,Connecting
2024-09-08 오전 11:57:06,TRY,Reconnection
2024-09-08 오전 11:57:06,EV_Vibe13번,Opened
2024-09-08 오전 11:57:18,EV_Fiber13번,Connecting
2024-09-08 오전 11:57:18,TRY,Reconnection
2024-09-08 오전 11:57:18,EV_Vibe13번,Opened
2024-09-08 오전 11:57:30,EV_Fiber13번,Connecting
2024-09-08 오전 11:57:30,TRY,Reconnection
2024-09-08 오전 11:57:30,EV_Vibe13번,Opened
2024-09-08 오전 11:57:42,EV_Fiber13번,Connecting
2024-09-08 오전 11:57:42,TRY,Reconnection
2024-09-08 오전 11:57:42,EV_Vibe13번,Opened
2024-09-08 오전 11:57:54,EV_Fiber13번,Connecting
2024-09-08 오전 11:57:54,TRY,Reconnection
2024-09-08 오전 11:57:54,EV_Vibe13번,Opened
2024-09-08 오전 11:58:06,EV_Fiber13번,Connecting
2024-09-08 오전 11:58:06,TRY,Reconnection
2024-09-08 오전 11:58:06,EV_Vibe13번,Opened
2024-09-08 오전 11:58:18,EV_Fiber13번,Connecting
2024-09-08 오전 11:58:18,TRY,Reconnection
2024-09-08 오전 11:58:18,EV_Vibe13번,Opened
2024-09-08 오전 11:58:30,EV_Fiber13번,Connecting
2024-09-08 오전 11:58:30,TRY,Reconnection
2024-09-08 오전 11:58:30,EV_Vibe13번,Opened
2024-09-08 오전 11:58:42,EV_Fiber13번,Connecting
2024-09-08 오전 11:58:42,TRY,Reconnection
2024-09-08 오전 11:58:42,EV_Vibe13번,Opened
2024-09-08 오전 11:58:54,EV_Fiber13번,Connecting
2024-09-08 오전 11:58:54,TRY,Reconnection
2024-09-08 오전 11:58:54,EV_Vibe13번,Opened
2024-09-08 오전 11:59:06,EV_Fiber13번,Connecting
2024-09-08 오전 11:59:06,TRY,Reconnection
2024-09-08 오전 11:59:06,EV_Vibe13번,Opened
2024-09-08 오전 11:59:18,EV_Fiber13번,Connecting
2024-09-08 오전 11:59:18,TRY,Reconnection
2024-09-08 오전 11:59:18,EV_Vibe13번,Opened
2024-09-08 오전 11:59:30,EV_Fiber13번,Connecting
2024-09-08 오전 11:59:30,TRY,Reconnection
2024-09-08 오전 11:59:30,EV_Vibe13번,Opened
2024-09-08 오전 11:59:42,EV_Fiber13번,Connecting
2024-09-08 오전 11:59:42,TRY,Reconnection
2024-09-08 오전 11:59:42,EV_Vibe13번,Opened
2024-09-08 오전 11:59:54,EV_Fiber13번,Connecting
2024-09-08 오전 11:59:54,TRY,Reconnection
2024-09-08 오전 11:59:54,EV_Vibe13번,Opened
2024-09-08 오후 12:00:06,EV_Fiber13번,Connecting
2024-09-08 오후 12:00:06,TRY,Reconnection
2024-09-08 오후 12:00:06,EV_Vibe13번,Opened
2024-09-08 오후 12:00:18,EV_Fiber13번,Connecting
2024-09-08 오후 12:00:18,TRY,Reconnection
2024-09-08 오후 12:00:18,EV_Vibe13번,Opened
2024-09-08 오후 12:00:30,EV_Fiber13번,Connecting
2024-09-08 오후 12:00:30,TRY,Reconnection
2024-09-08 오후 12:00:30,EV_Vibe13번,Opened
2024-09-08 오후 12:00:42,EV_Fiber13번,Connecting
2024-09-08 오후 12:00:42,TRY,Reconnection
2024-09-08 오후 12:00:42,EV_Vibe13번,Opened
2024-09-08 오후 12:00:54,EV_Fiber13번,Connecting
2024-09-08 오후 12:00:54,TRY,Reconnection
2024-09-08 오후 12:00:54,EV_Vibe13번,Opened
2024-09-08 오후 12:01:06,EV_Fiber13번,Connecting
2024-09-08 오후 12:01:06,TRY,Reconnection
2024-09-08 오후 12:01:06,EV_Vibe13번,Opened
2024-09-08 오후 12:01:18,EV_Fiber13번,Connecting
2024-09-08 오후 12:01:18,TRY,Reconnection
2024-09-08 오후 12:01:18,EV_Vibe13번,Opened
2024-09-08 오후 12:01:30,EV_Fiber13번,Connecting
2024-09-08 오후 12:01:30,TRY,Reconnection
2024-09-08 오후 12:01:30,EV_Vibe13번,Opened
2024-09-08 오후 12:01:42,EV_Fiber13번,Connecting
2024-09-08 오후 12:01:42,TRY,Reconnection
2024-09-08 오후 12:01:42,EV_Vibe13번,Opened
2024-09-08 오후 12:01:54,EV_Fiber13번,Connecting
2024-09-08 오후 12:01:54,TRY,Reconnection
2024-09-08 오후 12:01:54,EV_Vibe13번,Opened
2024-09-08 오후 12:02:06,EV_Fiber13번,Connecting
2024-09-08 오후 12:02:06,TRY,Reconnection
2024-09-08 오후 12:02:06,EV_Vibe13번,Opened
2024-09-08 오후 12:02:18,EV_Fiber13번,Connecting
2024-09-08 오후 12:02:18,TRY,Reconnection
2024-09-08 오후 12:02:18,EV_Vibe13번,Opened
2024-09-08 오후 12:02:30,EV_Fiber13번,Connecting
2024-09-08 오후 12:02:30,TRY,Reconnection
2024-09-08 오후 12:02:30,EV_Vibe13번,Opened
2024-09-08 오후 12:02:42,EV_Fiber13번,Connecting
2024-09-08 오후 12:02:42,TRY,Reconnection
2024-09-08 오후 12:02:42,EV_Vibe13번,Opened
2024-09-08 오후 12:02:54,EV_Fiber13번,Connecting
2024-09-08 오후 12:02:54,TRY,Reconnection
2024-09-08 오후 12:02:54,EV_Vibe13번,Opened
2024-09-08 오후 12:03:06,EV_Fiber13번,Connecting
2024-09-08 오후 12:03:06,TRY,Reconnection
2024-09-08 오후 12:03:06,EV_Vibe13번,Opened
2024-09-08 오후 12:03:18,EV_Fiber13번,Connecting
2024-09-08 오후 12:03:18,TRY,Reconnection
2024-09-08 오후 12:03:18,EV_Vibe13번,Opened
2024-09-08 오후 12:03:30,EV_Fiber13번,Connecting
2024-09-08 오후 12:03:30,TRY,Reconnection
2024-09-08 오후 12:03:30,EV_Vibe13번,Opened
2024-09-08 오후 12:03:42,EV_Fiber13번,Connecting
