Date time,EVENT
2024-09-08 오전 4:49:42,EV_Vibe13번,Opened
2024-09-08 오전 4:49:54,EV_Fiber13번,Connecting
2024-09-08 오전 4:49:54,TRY,Reconnection
2024-09-08 오전 4:49:54,EV_Vibe13번,Opened
2024-09-08 오전 4:50:06,EV_Fiber13번,Connecting
2024-09-08 오전 4:50:06,TRY,Reconnection
2024-09-08 오전 4:50:06,EV_Vibe13번,Opened
2024-09-08 오전 4:50:18,EV_Fiber13번,Connecting
2024-09-08 오전 4:50:18,TRY,Reconnection
2024-09-08 오전 4:50:18,EV_Vibe13번,Opened
2024-09-08 오전 4:50:30,EV_Fiber13번,Connecting
2024-09-08 오전 4:50:30,TRY,Reconnection
2024-09-08 오전 4:50:30,EV_Vibe13번,Opened
2024-09-08 오전 4:50:42,EV_Fiber13번,Connecting
2024-09-08 오전 4:50:42,TRY,Reconnection
2024-09-08 오전 4:50:42,EV_Vibe13번,Opened
2024-09-08 오전 4:50:54,EV_Fiber13번,Connecting
2024-09-08 오전 4:50:54,TRY,Reconnection
2024-09-08 오전 4:50:54,EV_Vibe13번,Opened
2024-09-08 오전 4:51:06,EV_Fiber13번,Connecting
2024-09-08 오전 4:51:06,TRY,Reconnection
2024-09-08 오전 4:51:06,EV_Vibe13번,Opened
2024-09-08 오전 4:51:18,EV_Fiber13번,Connecting
2024-09-08 오전 4:51:18,TRY,Reconnection
2024-09-08 오전 4:51:18,EV_Vibe13번,Opened
2024-09-08 오전 4:51:30,EV_Fiber13번,Connecting
2024-09-08 오전 4:51:30,TRY,Reconnection
2024-09-08 오전 4:51:30,EV_Vibe13번,Opened
2024-09-08 오전 4:51:42,EV_Fiber13번,Connecting
2024-09-08 오전 4:51:42,TRY,Reconnection
2024-09-08 오전 4:51:42,EV_Vibe13번,Opened
2024-09-08 오전 4:51:54,EV_Fiber13번,Connecting
2024-09-08 오전 4:51:54,TRY,Reconnection
2024-09-08 오전 4:51:54,EV_Vibe13번,Opened
2024-09-08 오전 4:52:16,EV_Fiber13번,Connecting
2024-09-08 오전 4:52:16,TRY,Reconnection
2024-09-08 오전 4:52:16,EV_Vibe13번,Opened
2024-09-08 오전 4:52:48,EV_Fiber13번,Connecting
2024-09-08 오전 4:52:48,TRY,Reconnection
2024-09-08 오전 4:52:48,EV_Vibe13번,Opened
2024-09-08 오전 4:53:08,EV_Fiber13번,Connecting
2024-09-08 오전 4:53:08,TRY,Reconnection
2024-09-08 오전 4:53:08,EV_Vibe13번,Opened
2024-09-08 오전 4:53:20,EV_Fiber13번,Connecting
2024-09-08 오전 4:53:20,TRY,Reconnection
2024-09-08 오전 4:53:20,EV_Vibe13번,Opened
2024-09-08 오전 4:53:32,EV_Fiber13번,Connecting
2024-09-08 오전 4:53:32,TRY,Reconnection
2024-09-08 오전 4:53:32,EV_Vibe13번,Opened
2024-09-08 오전 4:53:44,EV_Fiber13번,Connecting
2024-09-08 오전 4:53:44,TRY,Reconnection
2024-09-08 오전 4:53:44,EV_Vibe13번,Opened
2024-09-08 오전 4:53:56,EV_Fiber13번,Connecting
2024-09-08 오전 4:53:56,TRY,Reconnection
2024-09-08 오전 4:53:56,EV_Vibe13번,Opened
2024-09-08 오전 4:54:08,EV_Fiber13번,Connecting
2024-09-08 오전 4:54:08,TRY,Reconnection
2024-09-08 오전 4:54:08,EV_Vibe13번,Opened
2024-09-08 오전 4:54:20,EV_Fiber13번,Connecting
2024-09-08 오전 4:54:20,TRY,Reconnection
2024-09-08 오전 4:54:20,EV_Vibe13번,Opened
2024-09-08 오전 4:54:32,EV_Fiber13번,Connecting
2024-09-08 오전 4:54:32,TRY,Reconnection
2024-09-08 오전 4:54:32,EV_Vibe13번,Opened
2024-09-08 오전 4:54:44,EV_Fiber13번,Connecting
2024-09-08 오전 4:54:44,TRY,Reconnection
2024-09-08 오전 4:54:44,EV_Vibe13번,Opened
2024-09-08 오전 4:54:56,EV_Fiber13번,Connecting
2024-09-08 오전 4:54:56,TRY,Reconnection
2024-09-08 오전 4:54:56,EV_Vibe13번,Opened
2024-09-08 오전 4:55:08,EV_Fiber13번,Connecting
2024-09-08 오전 4:55:08,TRY,Reconnection
2024-09-08 오전 4:55:08,EV_Vibe13번,Opened
2024-09-08 오전 4:55:20,EV_Fiber13번,Connecting
2024-09-08 오전 4:55:20,TRY,Reconnection
2024-09-08 오전 4:55:20,EV_Vibe13번,Opened
2024-09-08 오전 4:55:32,EV_Fiber13번,Connecting
2024-09-08 오전 4:55:32,TRY,Reconnection
2024-09-08 오전 4:55:32,EV_Vibe13번,Opened
2024-09-08 오전 4:55:44,EV_Fiber13번,Connecting
2024-09-08 오전 4:55:44,TRY,Reconnection
2024-09-08 오전 4:55:44,EV_Vibe13번,Opened
2024-09-08 오전 4:55:56,EV_Fiber13번,Connecting
2024-09-08 오전 4:55:56,TRY,Reconnection
2024-09-08 오전 4:55:56,EV_Vibe13번,Opened
2024-09-08 오전 4:56:08,EV_Fiber13번,Connecting
2024-09-08 오전 4:56:08,TRY,Reconnection
2024-09-08 오전 4:56:08,EV_Vibe13번,Opened
2024-09-08 오전 4:56:20,EV_Fiber13번,Connecting
2024-09-08 오전 4:56:20,TRY,Reconnection
2024-09-08 오전 4:56:20,EV_Vibe13번,Opened
2024-09-08 오전 4:56:32,EV_Fiber13번,Connecting
2024-09-08 오전 4:56:32,TRY,Reconnection
2024-09-08 오전 4:56:32,EV_Vibe13번,Opened
2024-09-08 오전 4:56:44,EV_Fiber13번,Connecting
2024-09-08 오전 4:56:44,TRY,Reconnection
2024-09-08 오전 4:56:44,EV_Vibe13번,Opened
2024-09-08 오전 4:57:06,EV_Fiber13번,Connecting
2024-09-08 오전 4:57:06,TRY,Reconnection
2024-09-08 오전 4:57:06,EV_Vibe13번,Opened
2024-09-08 오전 4:57:18,EV_Fiber13번,Connecting
2024-09-08 오전 4:57:18,TRY,Reconnection
2024-09-08 오전 4:57:18,EV_Vibe13번,Opened
2024-09-08 오전 4:57:30,EV_Fiber13번,Connecting
2024-09-08 오전 4:57:30,TRY,Reconnection
2024-09-08 오전 4:57:30,EV_Vibe13번,Opened
2024-09-08 오전 4:57:42,EV_Fiber13번,Connecting
2024-09-08 오전 4:57:42,TRY,Reconnection
2024-09-08 오전 4:57:42,EV_Vibe13번,Opened
2024-09-08 오전 4:57:54,EV_Fiber13번,Connecting
2024-09-08 오전 4:57:54,TRY,Reconnection
2024-09-08 오전 4:57:54,EV_Vibe13번,Opened
2024-09-08 오전 4:58:06,EV_Fiber13번,Connecting
2024-09-08 오전 4:58:06,TRY,Reconnection
2024-09-08 오전 4:58:06,EV_Vibe13번,Opened
2024-09-08 오전 4:58:20,EV_Fiber13번,Connecting
2024-09-08 오전 4:58:20,TRY,Reconnection
2024-09-08 오전 4:58:20,EV_Vibe13번,Opened
2024-09-08 오전 4:58:36,EV_Fiber13번,Connecting
2024-09-08 오전 4:58:36,TRY,Reconnection
2024-09-08 오전 4:58:36,EV_Vibe13번,Opened
2024-09-08 오전 4:58:48,EV_Fiber13번,Connecting
2024-09-08 오전 4:58:48,TRY,Reconnection
2024-09-08 오전 4:58:48,EV_Vibe13번,Opened
2024-09-08 오전 4:59:00,EV_Fiber13번,Connecting
2024-09-08 오전 4:59:00,TRY,Reconnection
2024-09-08 오전 4:59:00,EV_Vibe13번,Opened
2024-09-08 오전 4:59:12,EV_Fiber13번,Connecting
2024-09-08 오전 4:59:12,TRY,Reconnection
2024-09-08 오전 4:59:12,EV_Vibe13번,Opened
2024-09-08 오전 4:59:24,EV_Fiber13번,Connecting
2024-09-08 오전 4:59:24,TRY,Reconnection
2024-09-08 오전 4:59:24,EV_Vibe13번,Opened
2024-09-08 오전 4:59:36,EV_Fiber13번,Connecting
2024-09-08 오전 4:59:36,TRY,Reconnection
2024-09-08 오전 4:59:36,EV_Vibe13번,Opened
2024-09-08 오전 4:59:48,EV_Fiber13번,Connecting
2024-09-08 오전 4:59:48,TRY,Reconnection
2024-09-08 오전 4:59:48,EV_Vibe13번,Opened
2024-09-08 오전 5:00:02,EV_Fiber13번,Connecting
2024-09-08 오전 5:00:02,TRY,Reconnection
2024-09-08 오전 5:00:02,EV_Vibe13번,Opened
2024-09-08 오전 5:00:14,EV_Fiber13번,Connecting
2024-09-08 오전 5:00:14,TRY,Reconnection
2024-09-08 오전 5:00:14,EV_Vibe13번,Opened
2024-09-08 오전 5:00:26,EV_Fiber13번,Connecting
2024-09-08 오전 5:00:26,TRY,Reconnection
2024-09-08 오전 5:00:26,EV_Vibe13번,Opened
2024-09-08 오전 5:01:16,EV_Fiber13번,Connecting
2024-09-08 오전 5:01:16,TRY,Reconnection
2024-09-08 오전 5:01:16,EV_Vibe13번,Opened
2024-09-08 오전 5:01:54,EV_Fiber13번,Connecting
2024-09-08 오전 5:01:54,TRY,Reconnection
2024-09-08 오전 5:01:54,EV_Vibe13번,Opened
2024-09-08 오전 5:02:06,EV_Fiber13번,Connecting
2024-09-08 오전 5:02:06,TRY,Reconnection
2024-09-08 오전 5:02:06,EV_Vibe13번,Opened
2024-09-08 오전 5:02:18,EV_Fiber13번,Connecting
2024-09-08 오전 5:02:18,TRY,Reconnection
2024-09-08 오전 5:02:18,EV_Vibe13번,Opened
2024-09-08 오전 5:02:46,EV_Fiber13번,Connecting
2024-09-08 오전 5:02:46,TRY,Reconnection
2024-09-08 오전 5:02:46,EV_Vibe13번,Opened
2024-09-08 오전 5:03:04,EV_Fiber13번,Connecting
2024-09-08 오전 5:03:04,TRY,Reconnection
2024-09-08 오전 5:03:04,EV_Vibe13번,Opened
2024-09-08 오전 5:03:34,EV_Fiber13번,Connecting
2024-09-08 오전 5:03:34,TRY,Reconnection
2024-09-08 오전 5:03:34,EV_Vibe13번,Opened
2024-09-08 오전 5:04:56,EV_Fiber13번,Connecting
2024-09-08 오전 5:04:56,TRY,Reconnection
2024-09-08 오전 5:04:56,EV_Vibe13번,Opened
2024-09-08 오전 5:05:08,EV_Fiber13번,Connecting
2024-09-08 오전 5:05:08,TRY,Reconnection
2024-09-08 오전 5:05:08,EV_Vibe13번,Opened
2024-09-08 오전 5:05:20,EV_Fiber13번,Connecting
2024-09-08 오전 5:05:20,TRY,Reconnection
2024-09-08 오전 5:05:20,EV_Vibe13번,Opened
2024-09-08 오전 5:05:32,EV_Fiber13번,Connecting
2024-09-08 오전 5:05:32,TRY,Reconnection
2024-09-08 오전 5:05:32,EV_Vibe13번,Opened
2024-09-08 오전 5:05:44,EV_Fiber13번,Connecting
2024-09-08 오전 5:05:44,TRY,Reconnection
2024-09-08 오전 5:05:44,EV_Vibe13번,Opened
2024-09-08 오전 5:05:56,EV_Fiber13번,Connecting
2024-09-08 오전 5:05:56,TRY,Reconnection
2024-09-08 오전 5:05:56,EV_Vibe13번,Opened
2024-09-08 오전 5:06:08,EV_Fiber13번,Connecting
2024-09-08 오전 5:06:08,TRY,Reconnection
2024-09-08 오전 5:06:08,EV_Vibe13번,Opened
2024-09-08 오전 5:06:20,EV_Fiber13번,Connecting
2024-09-08 오전 5:06:20,TRY,Reconnection
2024-09-08 오전 5:06:20,EV_Vibe13번,Opened
2024-09-08 오전 5:06:32,EV_Fiber13번,Connecting
2024-09-08 오전 5:06:32,TRY,Reconnection
2024-09-08 오전 5:06:33,EV_Vibe13번,Opened
2024-09-08 오전 5:06:44,EV_Fiber13번,Connecting
2024-09-08 오전 5:06:44,TRY,Reconnection
2024-09-08 오전 5:06:44,EV_Vibe13번,Opened
2024-09-08 오전 5:07:12,EV_Fiber13번,Connecting
2024-09-08 오전 5:07:12,TRY,Reconnection
2024-09-08 오전 5:07:12,EV_Vibe13번,Opened
2024-09-08 오전 5:07:24,EV_Fiber13번,Connecting
2024-09-08 오전 5:07:24,TRY,Reconnection
2024-09-08 오전 5:07:24,EV_Vibe13번,Opened
2024-09-08 오전 5:07:36,EV_Fiber13번,Connecting
2024-09-08 오전 5:07:36,TRY,Reconnection
2024-09-08 오전 5:07:36,EV_Vibe13번,Opened
2024-09-08 오전 5:07:52,EV_Fiber13번,Connecting
2024-09-08 오전 5:07:52,TRY,Reconnection
2024-09-08 오전 5:07:52,EV_Vibe13번,Opened
2024-09-08 오전 5:08:04,EV_Fiber13번,Connecting
2024-09-08 오전 5:08:04,TRY,Reconnection
2024-09-08 오전 5:08:04,EV_Vibe13번,Opened
2024-09-08 오전 5:08:16,EV_Fiber13번,Connecting
2024-09-08 오전 5:08:16,TRY,Reconnection
2024-09-08 오전 5:08:16,EV_Vibe13번,Opened
2024-09-08 오전 5:08:28,EV_Fiber13번,Connecting
2024-09-08 오전 5:08:28,TRY,Reconnection
2024-09-08 오전 5:08:28,EV_Vibe13번,Opened
2024-09-08 오전 5:08:40,EV_Fiber13번,Connecting
2024-09-08 오전 5:08:40,TRY,Reconnection
2024-09-08 오전 5:08:40,EV_Vibe13번,Opened
2024-09-08 오전 5:08:52,EV_Fiber13번,Connecting
2024-09-08 오전 5:08:52,TRY,Reconnection
2024-09-08 오전 5:08:52,EV_Vibe13번,Opened
2024-09-08 오전 5:09:04,EV_Fiber13번,Connecting
2024-09-08 오전 5:09:04,TRY,Reconnection
2024-09-08 오전 5:09:04,EV_Vibe13번,Opened
2024-09-08 오전 5:09:16,EV_Fiber13번,Connecting
2024-09-08 오전 5:09:16,TRY,Reconnection
2024-09-08 오전 5:09:16,EV_Vibe13번,Opened
2024-09-08 오전 5:09:28,EV_Fiber13번,Connecting
2024-09-08 오전 5:09:28,TRY,Reconnection
2024-09-08 오전 5:09:28,EV_Vibe13번,Opened
2024-09-08 오전 5:09:40,EV_Fiber13번,Connecting
2024-09-08 오전 5:09:40,TRY,Reconnection
2024-09-08 오전 5:09:40,EV_Vibe13번,Opened
2024-09-08 오전 5:09:52,EV_Fiber13번,Connecting
2024-09-08 오전 5:09:52,TRY,Reconnection
2024-09-08 오전 5:09:52,EV_Vibe13번,Opened
2024-09-08 오전 5:10:04,EV_Fiber13번,Connecting
2024-09-08 오전 5:10:04,TRY,Reconnection
2024-09-08 오전 5:10:04,EV_Vibe13번,Opened
2024-09-08 오전 5:10:16,EV_Fiber13번,Connecting
2024-09-08 오전 5:10:16,TRY,Reconnection
2024-09-08 오전 5:10:16,EV_Vibe13번,Opened
2024-09-08 오전 5:10:28,EV_Fiber13번,Connecting
2024-09-08 오전 5:10:28,TRY,Reconnection
2024-09-08 오전 5:10:28,EV_Vibe13번,Opened
2024-09-08 오전 5:10:40,EV_Fiber13번,Connecting
2024-09-08 오전 5:10:40,TRY,Reconnection
2024-09-08 오전 5:10:40,EV_Vibe13번,Opened
2024-09-08 오전 5:10:52,EV_Fiber13번,Connecting
2024-09-08 오전 5:10:52,TRY,Reconnection
2024-09-08 오전 5:10:52,EV_Vibe13번,Opened
2024-09-08 오전 5:11:04,EV_Fiber13번,Connecting
2024-09-08 오전 5:11:04,TRY,Reconnection
2024-09-08 오전 5:11:04,EV_Vibe13번,Opened
2024-09-08 오전 5:11:16,EV_Fiber13번,Connecting
2024-09-08 오전 5:11:16,TRY,Reconnection
2024-09-08 오전 5:11:16,EV_Vibe13번,Opened
2024-09-08 오전 5:11:28,EV_Fiber13번,Connecting
2024-09-08 오전 5:11:28,TRY,Reconnection
2024-09-08 오전 5:11:28,EV_Vibe13번,Opened
2024-09-08 오전 5:11:40,EV_Fiber13번,Connecting
2024-09-08 오전 5:11:40,TRY,Reconnection
2024-09-08 오전 5:11:40,EV_Vibe13번,Opened
2024-09-08 오전 5:11:52,EV_Fiber13번,Connecting
2024-09-08 오전 5:11:52,TRY,Reconnection
2024-09-08 오전 5:11:52,EV_Vibe13번,Opened
2024-09-08 오전 5:12:04,EV_Fiber13번,Connecting
2024-09-08 오전 5:12:04,TRY,Reconnection
2024-09-08 오전 5:12:04,EV_Vibe13번,Opened
2024-09-08 오전 5:12:16,EV_Fiber13번,Connecting
2024-09-08 오전 5:12:16,TRY,Reconnection
2024-09-08 오전 5:12:16,EV_Vibe13번,Opened
2024-09-08 오전 5:12:28,EV_Fiber13번,Connecting
2024-09-08 오전 5:12:28,TRY,Reconnection
2024-09-08 오전 5:12:28,EV_Vibe13번,Opened
2024-09-08 오전 5:12:40,EV_Fiber13번,Connecting
2024-09-08 오전 5:12:40,TRY,Reconnection
2024-09-08 오전 5:12:40,EV_Vibe13번,Opened
2024-09-08 오전 5:12:52,EV_Fiber13번,Connecting
2024-09-08 오전 5:12:52,TRY,Reconnection
2024-09-08 오전 5:12:52,EV_Vibe13번,Opened
2024-09-08 오전 5:13:12,EV_Fiber13번,Connecting
2024-09-08 오전 5:13:12,TRY,Reconnection
2024-09-08 오전 5:13:12,EV_Vibe13번,Opened
2024-09-08 오전 5:13:36,EV_Fiber13번,Connecting
2024-09-08 오전 5:13:36,TRY,Reconnection
2024-09-08 오전 5:13:36,EV_Vibe13번,Opened
2024-09-08 오전 5:13:58,EV_Fiber13번,Connecting
2024-09-08 오전 5:13:58,TRY,Reconnection
2024-09-08 오전 5:13:58,EV_Vibe13번,Opened
2024-09-08 오전 5:14:10,EV_Fiber13번,Connecting
2024-09-08 오전 5:14:10,TRY,Reconnection
2024-09-08 오전 5:14:10,EV_Vibe13번,Opened
2024-09-08 오전 5:14:22,EV_Fiber13번,Connecting
2024-09-08 오전 5:14:22,TRY,Reconnection
2024-09-08 오전 5:14:22,EV_Vibe13번,Opened
2024-09-08 오전 5:14:34,EV_Fiber13번,Connecting
2024-09-08 오전 5:14:34,TRY,Reconnection
2024-09-08 오전 5:14:34,EV_Vibe13번,Opened
2024-09-08 오전 5:14:46,EV_Fiber13번,Connecting
2024-09-08 오전 5:14:46,TRY,Reconnection
2024-09-08 오전 5:14:46,EV_Vibe13번,Opened
2024-09-08 오전 5:14:58,EV_Fiber13번,Connecting
2024-09-08 오전 5:14:58,TRY,Reconnection
2024-09-08 오전 5:14:58,EV_Vibe13번,Opened
2024-09-08 오전 5:15:10,EV_Fiber13번,Connecting
2024-09-08 오전 5:15:10,TRY,Reconnection
2024-09-08 오전 5:15:10,EV_Vibe13번,Opened
2024-09-08 오전 5:15:22,EV_Fiber13번,Connecting
2024-09-08 오전 5:15:22,TRY,Reconnection
2024-09-08 오전 5:15:22,EV_Vibe13번,Opened
2024-09-08 오전 5:15:34,EV_Fiber13번,Connecting
2024-09-08 오전 5:15:34,TRY,Reconnection
2024-09-08 오전 5:15:34,EV_Vibe13번,Opened
2024-09-08 오전 5:15:46,EV_Fiber13번,Connecting
2024-09-08 오전 5:15:46,TRY,Reconnection
2024-09-08 오전 5:15:46,EV_Vibe13번,Opened
2024-09-08 오전 5:16:06,EV_Fiber13번,Connecting
2024-09-08 오전 5:16:06,TRY,Reconnection
2024-09-08 오전 5:16:06,EV_Vibe13번,Opened
2024-09-08 오전 5:16:18,EV_Fiber13번,Connecting
2024-09-08 오전 5:16:18,TRY,Reconnection
2024-09-08 오전 5:16:18,EV_Vibe13번,Opened
2024-09-08 오전 5:16:32,EV_Fiber13번,Connecting
2024-09-08 오전 5:16:32,TRY,Reconnection
2024-09-08 오전 5:16:32,EV_Vibe13번,Opened
2024-09-08 오전 5:16:44,EV_Fiber13번,Connecting
2024-09-08 오전 5:16:44,TRY,Reconnection
2024-09-08 오전 5:16:44,EV_Vibe13번,Opened
2024-09-08 오전 5:16:56,EV_Fiber13번,Connecting
2024-09-08 오전 5:16:56,TRY,Reconnection
2024-09-08 오전 5:16:56,EV_Vibe13번,Opened
2024-09-08 오전 5:17:08,EV_Fiber13번,Connecting
2024-09-08 오전 5:17:08,TRY,Reconnection
2024-09-08 오전 5:17:08,EV_Vibe13번,Opened
2024-09-08 오전 5:17:26,EV_Fiber13번,Connecting
2024-09-08 오전 5:17:26,TRY,Reconnection
2024-09-08 오전 5:17:26,EV_Vibe13번,Opened
2024-09-08 오전 5:18:48,EV_Fiber13번,Connecting
2024-09-08 오전 5:18:48,TRY,Reconnection
2024-09-08 오전 5:18:48,EV_Vibe13번,Opened
2024-09-08 오전 5:19:00,EV_Fiber13번,Connecting
2024-09-08 오전 5:19:00,TRY,Reconnection
2024-09-08 오전 5:19:00,EV_Vibe13번,Opened
2024-09-08 오전 5:19:12,EV_Fiber13번,Connecting
2024-09-08 오전 5:19:12,TRY,Reconnection
2024-09-08 오전 5:19:12,EV_Vibe13번,Opened
2024-09-08 오전 5:19:24,EV_Fiber13번,Connecting
2024-09-08 오전 5:19:24,TRY,Reconnection
2024-09-08 오전 5:19:24,EV_Vibe13번,Opened
2024-09-08 오전 5:19:36,EV_Fiber13번,Connecting
2024-09-08 오전 5:19:36,TRY,Reconnection
2024-09-08 오전 5:19:36,EV_Vibe13번,Opened
2024-09-08 오전 5:19:48,EV_Fiber13번,Connecting
2024-09-08 오전 5:19:48,TRY,Reconnection
2024-09-08 오전 5:19:48,EV_Vibe13번,Opened
2024-09-08 오전 5:20:00,EV_Fiber13번,Connecting
2024-09-08 오전 5:20:00,TRY,Reconnection
2024-09-08 오전 5:20:00,EV_Vibe13번,Opened
2024-09-08 오전 5:20:12,EV_Fiber13번,Connecting
2024-09-08 오전 5:20:12,TRY,Reconnection
2024-09-08 오전 5:20:12,EV_Vibe13번,Opened
2024-09-08 오전 5:20:24,EV_Fiber13번,Connecting
2024-09-08 오전 5:20:24,TRY,Reconnection
2024-09-08 오전 5:20:24,EV_Vibe13번,Opened
2024-09-08 오전 5:20:36,EV_Fiber13번,Connecting
2024-09-08 오전 5:20:36,TRY,Reconnection
2024-09-08 오전 5:20:36,EV_Vibe13번,Opened
2024-09-08 오전 5:20:48,EV_Fiber13번,Connecting
2024-09-08 오전 5:20:48,TRY,Reconnection
2024-09-08 오전 5:20:48,EV_Vibe13번,Opened
2024-09-08 오전 5:21:00,EV_Fiber13번,Connecting
2024-09-08 오전 5:21:00,TRY,Reconnection
2024-09-08 오전 5:21:00,EV_Vibe13번,Opened
2024-09-08 오전 5:21:12,EV_Fiber13번,Connecting
2024-09-08 오전 5:21:12,TRY,Reconnection
2024-09-08 오전 5:21:12,EV_Vibe13번,Opened
2024-09-08 오전 5:21:24,EV_Fiber13번,Connecting
2024-09-08 오전 5:21:24,TRY,Reconnection
2024-09-08 오전 5:21:24,EV_Vibe13번,Opened
2024-09-08 오전 5:21:36,EV_Fiber13번,Connecting
2024-09-08 오전 5:21:36,TRY,Reconnection
2024-09-08 오전 5:21:36,EV_Vibe13번,Opened
2024-09-08 오전 5:21:48,EV_Fiber13번,Connecting
2024-09-08 오전 5:21:48,TRY,Reconnection
2024-09-08 오전 5:21:48,EV_Vibe13번,Opened
2024-09-08 오전 5:22:00,EV_Fiber13번,Connecting
2024-09-08 오전 5:22:00,TRY,Reconnection
2024-09-08 오전 5:22:00,EV_Vibe13번,Opened
2024-09-08 오전 5:22:12,EV_Fiber13번,Connecting
2024-09-08 오전 5:22:12,TRY,Reconnection
2024-09-08 오전 5:22:12,EV_Vibe13번,Opened
2024-09-08 오전 5:22:24,EV_Fiber13번,Connecting
2024-09-08 오전 5:22:24,TRY,Reconnection
2024-09-08 오전 5:22:24,EV_Vibe13번,Opened
2024-09-08 오전 5:22:36,EV_Fiber13번,Connecting
2024-09-08 오전 5:22:36,TRY,Reconnection
2024-09-08 오전 5:22:36,EV_Vibe13번,Opened
2024-09-08 오전 5:23:00,EV_Fiber13번,Connecting
2024-09-08 오전 5:23:00,TRY,Reconnection
2024-09-08 오전 5:23:00,EV_Vibe13번,Opened
2024-09-08 오전 5:23:12,EV_Fiber13번,Connecting
2024-09-08 오전 5:23:12,TRY,Reconnection
2024-09-08 오전 5:23:12,EV_Vibe13번,Opened
2024-09-08 오전 5:23:24,EV_Fiber13번,Connecting
2024-09-08 오전 5:23:24,TRY,Reconnection
2024-09-08 오전 5:23:24,EV_Vibe13번,Opened
2024-09-08 오전 5:23:38,EV_Fiber13번,Connecting
2024-09-08 오전 5:23:38,TRY,Reconnection
2024-09-08 오전 5:23:38,EV_Vibe13번,Opened
2024-09-08 오전 5:23:50,EV_Fiber13번,Connecting
2024-09-08 오전 5:23:50,TRY,Reconnection
2024-09-08 오전 5:23:50,EV_Vibe13번,Opened
2024-09-08 오전 5:24:02,EV_Fiber13번,Connecting
2024-09-08 오전 5:24:02,TRY,Reconnection
2024-09-08 오전 5:24:02,EV_Vibe13번,Opened
2024-09-08 오전 5:24:14,EV_Fiber13번,Connecting
2024-09-08 오전 5:24:14,TRY,Reconnection
2024-09-08 오전 5:24:14,EV_Vibe13번,Opened
2024-09-08 오전 5:24:26,EV_Fiber13번,Connecting
2024-09-08 오전 5:24:26,TRY,Reconnection
2024-09-08 오전 5:24:26,EV_Vibe13번,Opened
2024-09-08 오전 5:24:38,EV_Fiber13번,Connecting
2024-09-08 오전 5:24:38,TRY,Reconnection
2024-09-08 오전 5:24:38,EV_Vibe13번,Opened
2024-09-08 오전 5:24:50,EV_Fiber13번,Connecting
2024-09-08 오전 5:24:50,TRY,Reconnection
2024-09-08 오전 5:24:50,EV_Vibe13번,Opened
2024-09-08 오전 5:25:02,EV_Fiber13번,Connecting
2024-09-08 오전 5:25:02,TRY,Reconnection
2024-09-08 오전 5:25:02,EV_Vibe13번,Opened
2024-09-08 오전 5:25:14,EV_Fiber13번,Connecting
2024-09-08 오전 5:25:14,TRY,Reconnection
2024-09-08 오전 5:25:14,EV_Vibe13번,Opened
2024-09-08 오전 5:25:26,EV_Fiber13번,Connecting
2024-09-08 오전 5:25:26,TRY,Reconnection
2024-09-08 오전 5:25:26,EV_Vibe13번,Opened
2024-09-08 오전 5:25:38,EV_Fiber13번,Connecting
2024-09-08 오전 5:25:38,TRY,Reconnection
2024-09-08 오전 5:25:38,EV_Vibe13번,Opened
2024-09-08 오전 5:25:50,EV_Fiber13번,Connecting
2024-09-08 오전 5:25:50,TRY,Reconnection
2024-09-08 오전 5:25:50,EV_Vibe13번,Opened
2024-09-08 오전 5:26:02,EV_Fiber13번,Connecting
2024-09-08 오전 5:26:02,TRY,Reconnection
2024-09-08 오전 5:26:02,EV_Vibe13번,Opened
2024-09-08 오전 5:26:14,EV_Fiber13번,Connecting
2024-09-08 오전 5:26:14,TRY,Reconnection
2024-09-08 오전 5:26:14,EV_Vibe13번,Opened
2024-09-08 오전 5:26:26,EV_Fiber13번,Connecting
2024-09-08 오전 5:26:26,TRY,Reconnection
2024-09-08 오전 5:26:26,EV_Vibe13번,Opened
2024-09-08 오전 5:26:38,EV_Fiber13번,Connecting
2024-09-08 오전 5:26:38,TRY,Reconnection
2024-09-08 오전 5:26:38,EV_Vibe13번,Opened
2024-09-08 오전 5:26:50,EV_Fiber13번,Connecting
2024-09-08 오전 5:26:50,TRY,Reconnection
2024-09-08 오전 5:26:50,EV_Vibe13번,Opened
2024-09-08 오전 5:27:02,EV_Fiber13번,Connecting
2024-09-08 오전 5:27:02,TRY,Reconnection
2024-09-08 오전 5:27:02,EV_Vibe13번,Opened
2024-09-08 오전 5:27:14,EV_Fiber13번,Connecting
2024-09-08 오전 5:27:14,TRY,Reconnection
2024-09-08 오전 5:27:14,EV_Vibe13번,Opened
2024-09-08 오전 5:27:26,EV_Fiber13번,Connecting
2024-09-08 오전 5:27:26,TRY,Reconnection
2024-09-08 오전 5:27:26,EV_Vibe13번,Opened
2024-09-08 오전 5:27:38,EV_Fiber13번,Connecting
2024-09-08 오전 5:27:38,TRY,Reconnection
2024-09-08 오전 5:27:38,EV_Vibe13번,Opened
2024-09-08 오전 5:27:50,EV_Fiber13번,Connecting
2024-09-08 오전 5:27:50,TRY,Reconnection
2024-09-08 오전 5:27:50,EV_Vibe13번,Opened
2024-09-08 오전 5:28:02,EV_Fiber13번,Connecting
2024-09-08 오전 5:28:02,TRY,Reconnection
2024-09-08 오전 5:28:02,EV_Vibe13번,Opened
2024-09-08 오전 5:28:14,EV_Fiber13번,Connecting
